Step,GR,Complexity,Goal_Progress,Entropy,Acceleration,Jerk
0,1.8731221323617604,0.2345679012345679,0.7887323943661971,14.107263821300352,0.0,0.0
1,1.8765905680383543,0.19753086419753085,0.8309859154929577,12.980449991346122,0.0,0.0
2,1.8936315410226603,0.18518518518518517,0.8450704225352113,12.549611129117508,1,-2
3,1.873048589489805,0.18518518518518517,0.8450704225352113,12.549611129117508,0,-1
4,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
5,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
6,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
7,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
8,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
9,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
10,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
11,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
12,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
13,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
14,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
15,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
16,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
17,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
18,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
19,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
20,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
21,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
22,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
23,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
24,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
25,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
26,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
27,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
28,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
29,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
30,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
31,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
32,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
33,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
34,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
35,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
36,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
37,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
38,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
39,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
40,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
41,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
42,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
43,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
44,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
45,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
46,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
47,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
48,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
49,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
50,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
51,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
52,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
53,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
54,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
55,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
56,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
57,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
58,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
59,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
60,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
61,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
62,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
